ECG,Time
0.031373292129550166,0.0
0.05776982566656017,0.002777777777777778
-0.04396161205660886,0.005555555555555556
0.13694170593914912,0.008333333333333333
0.12703891320628538,0.011111111111111112
0.09681636400889754,0.013888888888888888
0.14613001795339092,0.016666666666666666
0.1747915164681579,0.019444444444444445
0.18536477006022445,0.022222222222222223
0.24944184660214735,0.025
0.2688587451192439,0.027777777777777776
0.3443922618063315,0.030555555555555555
0.3075964056681374,0.03333333333333333
0.3577986621006759,0.03611111111111111
0.33694118499914827,0.03888888888888889
0.405104590599394,0.041666666666666664
0.3736134985175462,0.044444444444444446
0.5140720177954322,0.04722222222222222
0.4596765981542319,0.05
0.5447658968858994,0.05277777777777778
0.4878924973987885,0.05555555555555555
0.5483468828471442,0.058333333333333334
0.646377417908811,0.06111111111111111
0.6219120701544435,0.06388888888888888
0.620142176245518,0.06666666666666667
0.6159949709671061,0.06944444444444445
0.6271807857990013,0.07222222222222222
0.66950345781464,0.075
0.7542387762946393,0.07777777777777778
0.741485747312554,0.08055555555555556
0.7660073378801517,0.08333333333333333
0.7563431043833493,0.08611111111111111
0.7755801817368068,0.08888888888888889
0.8704366767415425,0.09166666666666666
0.8731276452441704,0.09444444444444444
0.8837652740626689,0.09722222222222222
0.8943498672469204,0.1
1.014712613419328,0.10277777777777777
1.020887004875329,0.10555555555555556
0.9414829683667507,0.10833333333333334
0.8920987296643144,0.1111111111111111
1.015574671464519,0.11388888888888889
1.0056441586133344,0.11666666666666667
0.8858642834557785,0.11944444444444445
1.0219603520009408,0.12222222222222222
1.0300454112468664,0.125
1.078021988812458,0.12777777777777777
1.138659499875303,0.13055555555555556
3.081241314603023,0.13333333333333333
1.1399275360531325,0.1361111111111111
1.0894330656155982,0.1388888888888889
1.1095235220887518,0.14166666666666666
1.070404620766439,0.14444444444444443
1.1313561037855413,0.14722222222222223
4.018943310727622,0.15
1.1183851726974763,0.1527777777777778
1.1353628560643576,0.15555555555555556
1.175510587191699,0.15833333333333333
1.1982215919885892,0.16111111111111112
1.1089414023125235,0.1638888888888889
1.1896323918662601,0.16666666666666666
1.0959679635547126,0.16944444444444445
1.13908834732529,0.17222222222222222
1.171794541489743,0.175
3.887064747490954,0.17777777777777778
1.138188148867888,0.18055555555555555
1.2273020690332048,0.18333333333333332
1.162906595432288,0.18611111111111112
1.1665827101750663,0.18888888888888888
1.2241728797104372,0.19166666666666668
1.18161655337764,0.19444444444444445
1.214945116255061,0.19722222222222222
1.2588356852203282,0.2
1.1874106782990694,0.20277777777777778
